,G0000,G0001,G0002,G0003,G0004,G0005,G0006,G0007,G0008,G0009,G0010,G0011,G0012,G0013,G0014,G0015,G0016,G0017,G0018,G0019,G0020,G0021,G0022,G0023,G0024,G0025,G0026,G0027,G0028,G0029,G0030,G0031,G0032,G0033,G0034,G0035,G0036,G0037,G0038,G0039,G0040,G0041,G0042,G0043,G0044,G0045,G0046,G0047,G0048,G0049,G0050,G0051,G0052,G0053,G0054,G0055,G0056,G0057,G0058,G0059,G0060,G0061,G0062,G0063,G0064,G0065,G0066,G0067,G0068,G0069,G0070,G0071,G0072,G0073,G0074,G0075,G0076,G0077,G0078,G0079,G0080,G0081,G0082,G0083,G0084,G0085,G0086,G0087,G0088,G0089,G0090,G0091,G0092,G0093,G0094,G0095,G0096,G0097,G0098,G0099,G0100,G0101,G0102,G0103,G0104,G0105,G0106,G0107,G0108,G0109,G0110,G0111,G0112,G0113,G0114,G0115,G0116,G0117,G0118,G0119,G0120,G0121,G0122,G0123,G0124,G0125,G0126,G0127,G0128,G0129,G0130,G0131,G0132,G0133,G0134,G0135,G0136,G0137,G0138,G0139,G0140,G0141,G0142,G0143,G0144,G0145,G0146,G0147,G0148,G0149,G0150,G0151,G0152,G0153,G0154,G0155,G0156,G0157,G0158,G0159,G0160,G0161,G0162,G0163,G0164,G0165,G0166,G0167,G0168,G0169,G0170,G0171,G0172,G0173,G0174,G0175,G0176,G0177,G0178,G0179,G0180,G0181,G0182,G0183,G0184,G0185,G0186,G0187,G0188,G0189,G0190,G0191,G0192,G0193,G0194,G0195,G0196,G0197,G0198,G0199
SIM-0033-NT,6.8185024,4.2027497,2.8347602,3.1218162,3.882349,2.908073,5.23157,3.59841,3.1692188,5.487324,3.7020292,4.295896,2.858865,2.1054192,4.3182745,4.2294183,6.2544246,4.347734,4.760517,3.8063815,3.419664,3.1022522,4.1755953,6.553714,3.2846048,4.9642324,3.1656914,4.3059535,4.339915,3.9539554,3.751195,3.5140507,4.456726,3.9318624,3.1059504,2.805639,3.4889815,6.4744525,4.0890465,3.8409185,4.114566,5.0617957,4.991411,4.282095,5.3284855,4.375006,5.845315,4.220133,2.6804197,2.8008938,5.4303493,5.8497977,3.9225912,3.9182806,5.151876,3.2480226,2.6521173,4.3570433,3.3409324,3.4588523,4.3443885,3.8530483,5.0580235,4.7182884,4.358648,1.8557565,3.445267,3.5732453,3.2045553,3.4913206,3.9346416,4.9526973,2.411419,3.623147,4.1607833,4.054729,4.656106,4.5580316,5.1873407,3.281389,3.392883,3.568395,3.7662287,3.437007,2.1337101,3.9047768,4.1856804,6.079824,6.2022142,3.1139834,4.0010595,2.4451025,3.0157342,4.372664,4.5745163,3.5406356,2.877279,2.3118272,3.6681063,3.4688523,2.9092488,2.7842543,4.0962048,2.8275201,3.366259,6.1499305,3.6314502,2.758382,6.386297,6.4339767,3.0385334,2.4609046,3.78076,5.962036,2.3569233,3.9681969,5.2305665,4.1841063,3.1393673,3.6290839,2.142198,3.7112195,3.784658,4.079165,4.2818522,4.1118364,5.708432,3.6348097,4.3881454,4.644708,4.565763,3.068313,4.5940294,4.1133027,5.823199,5.8813295,5.317093,3.472793,3.1707666,5.5272207,3.532261,4.710256,1.7470342,4.632495,5.5353913,2.7629385,3.1583881,4.8400083,3.5786283,3.4841192,4.521038,3.7694063,3.3717642,5.7434864,1.2351086,4.5330753,3.8734188,4.8216066,4.5159345,1.8178067,4.2313886,5.921663,2.0374658,4.9989758,3.5590146,3.8161418,2.9715707,3.7011762,5.3819847,4.283242,5.4547257,5.1181183,4.416708,5.52451,4.6009626,3.9206073,3.3381958,3.926582,2.8745184,5.804183,2.8311272,4.870735,3.5677338,5.1633577,4.143242,5.735738,4.2622705,2.289258,2.6530886,2.2639914,4.2136836,5.9264274,5.2970533,3.9949303,3.3227763,3.8063478,2.2648144,3.9022322,4.344293,6.4023237
SIM-0034-NT,6.731313,5.4008574,2.932066,2.535978,5.1160574,2.6755838,3.3421435,2.8714137,3.244237,5.3995137,4.0587344,3.8675482,3.2424657,1.3966237,4.157075,3.7716703,6.0341306,4.440631,5.6681376,3.4482756,1.7532376,3.063447,3.3751273,5.6113396,3.2523587,4.65798,2.425696,5.2673154,4.1030884,3.6401725,3.7279482,3.9629517,4.425614,3.5845664,2.5540762,2.9534957,4.847247,5.9030213,4.503425,4.184477,3.595705,4.8679423,4.1168885,3.2261407,4.5740204,3.4926684,4.8624916,4.054971,2.7408178,2.235314,5.6903906,5.5067487,4.3657675,3.5359998,5.80961,2.9945612,2.4042375,4.5979977,2.9875827,3.9408176,3.4639916,4.528556,4.7363043,4.0979357,4.9301467,2.4036257,3.5691977,3.1656451,2.8732605,3.8954108,2.9252117,4.4603515,4.0758386,3.894083,2.5703335,3.3810518,3.6183214,4.658576,5.7422905,3.389663,3.0686953,4.2379684,3.3673892,3.5157876,2.8015544,3.7143226,4.0812945,5.885599,5.984001,3.0721402,3.987212,2.6367576,3.512638,3.5924516,5.4521494,3.105483,3.2625544,2.3768432,3.4776163,3.6131778,4.192798,3.4995313,3.415427,1.149125,3.0723722,6.18494,2.3399787,3.4899955,5.406134,6.6929893,3.0908785,3.0749497,4.286815,6.2732663,3.1186981,4.378435,5.3441386,4.4386353,2.4554732,3.313291,3.0067713,2.9867005,3.5702662,4.4014106,4.179458,4.1840286,4.690972,4.1292067,4.527213,3.976032,4.5247188,2.87887,4.376575,4.1253195,5.8930516,5.99321,4.4603257,3.6313655,2.9846406,5.3793454,3.9465532,4.1647577,2.8676124,5.2451935,3.9429379,2.980001,2.3415873,3.976747,4.532981,3.645256,3.9554682,2.239832,3.956436,5.640628,1.6659864,4.2443275,4.0713835,4.2131658,2.9620266,2.1410174,3.6972077,4.8034153,1.9235489,5.6181707,3.536194,4.0486145,2.6903534,2.7702682,5.768101,3.4965563,5.4549155,5.1501045,4.554332,5.3806996,3.5200124,4.4274416,3.32905,3.679999,3.7876053,4.3827825,2.9721859,4.861499,4.2895765,5.104681,5.1464343,5.734536,4.9479713,1.6764891,2.6139078,3.0167663,3.6973119,5.7489796,4.375067,4.045931,2.7563436,4.2432218,3.080758,4.18823,4.1534944,4.828716
SIM-0035-NT,6.1647897,5.1905932,3.2211673,2.0944843,5.8260636,3.3495812,2.933482,3.2899513,3.3718178,4.8680463,3.9557538,3.547853,2.267705,3.121568,3.6631162,3.8334816,6.146749,4.365808,5.120585,3.8432033,2.8820238,3.369994,3.65133,6.2098293,3.068416,5.603688,2.858122,5.1272297,4.591905,3.5385833,3.5553265,3.1682863,4.1999636,2.8159513,2.4486468,2.8551738,4.8055596,5.8562865,2.8602245,4.2020135,4.00675,5.5325418,4.2123146,3.492729,5.055171,4.417544,6.2079587,4.173404,3.318299,3.1017938,5.984451,4.830356,4.378797,3.387862,5.819308,2.406688,2.5127358,5.631521,3.1269033,4.567931,3.8957672,4.1275144,5.3850675,3.4400375,4.6370616,1.4084578,3.7535596,3.6194196,2.9082823,2.3807623,4.0916204,4.9123526,2.4025147,4.40397,3.4322271,3.0894961,5.926663,4.529472,5.2967052,3.6429417,3.89404,3.513702,3.470007,3.8372345,3.5789993,4.506556,4.1007204,7.2041016,6.2508154,3.013462,3.6296618,2.7012167,2.9933496,4.3178577,5.3601103,2.427433,3.2511935,1.7011828,4.351368,2.015337,3.2798076,2.8822618,4.3857727,2.2204983,3.4310021,6.460354,2.5074658,3.0230439,5.659879,7.334765,2.1623344,3.219903,4.569401,6.341576,1.9121585,4.4419575,4.70727,3.4928288,2.12298,3.101484,2.6152518,3.7288773,4.050213,3.9574265,2.8906527,4.2649956,5.029521,4.270816,3.9571743,4.5038786,3.689386,2.843583,4.0452986,4.4401336,6.02677,5.226098,4.8489003,4.308317,2.9924297,5.8080645,4.7807884,4.177324,2.268731,4.286166,4.351949,2.5764742,3.3270323,3.8887696,3.9089184,3.9739451,3.8367658,2.815836,3.7795024,4.711792,1.5553716,4.0148087,4.304786,3.9022915,3.7515123,2.0082211,3.7588825,6.0983152,2.8751526,5.338276,3.3673005,4.5283566,2.7003105,3.9922945,5.044588,4.4706645,4.521723,5.0264554,4.484632,5.53891,5.317087,4.246755,3.4216385,3.6141098,3.0206876,5.5052905,3.560712,4.4319544,3.4478452,4.592683,5.4040117,6.3811483,4.677784,1.7299101,3.2797155,2.9133077,3.7563891,4.478156,4.4768786,4.1102176,2.877528,4.7776012,3.1079628,2.78672,4.1656737,5.090965
SIM-0036-NT,6.4376063,3.9294755,3.7638462,1.3792734,4.8069296,2.9688168,3.571823,3.6688254,3.5599298,5.3499327,3.133834,4.0612187,1.7300811,2.2118938,3.9408135,4.257365,5.118725,3.545442,4.6384034,3.5938122,1.7990897,3.0282714,3.4304886,5.9869514,3.441274,4.950351,2.8262458,3.963478,4.451658,3.3668244,3.6700664,3.5847743,5.154739,3.5259864,3.0514266,1.9998226,4.2953496,5.549138,4.7746058,3.6111324,4.1650076,5.835409,4.1733656,3.034652,6.382106,3.8894598,5.503406,4.3565784,2.90934,2.536969,5.558548,5.6061997,3.2625139,4.691922,5.351449,3.1914198,2.9379466,4.465945,3.377673,3.2199552,3.7562466,4.134071,5.993244,3.4922347,4.3553653,1.5006077,4.672547,2.7220654,3.062337,3.6069283,3.5928152,4.227497,1.9915304,4.4605136,2.8855336,3.86834,5.0599327,4.7266817,5.5731907,3.3786588,2.8162932,4.1336045,3.9278247,2.801499,3.2399898,3.572359,4.461796,7.2138853,5.885226,3.6446395,3.7895155,3.3302727,2.8782394,4.3114977,5.542434,3.1757104,3.921963,1.6366912,4.87202,3.9986844,3.6115966,3.3994398,4.501573,1.6486729,1.8769547,6.757457,2.8495717,2.7899618,5.8424754,5.712046,2.7331522,3.2552276,4.8005915,6.226213,3.301483,3.9524515,4.028664,4.7300878,3.9385428,4.4887733,3.684209,2.915546,3.539374,3.8610368,3.5309265,4.4782395,4.8956747,4.6692314,3.8010495,3.5325947,3.4879718,3.098278,3.7021995,3.8784275,6.010423,5.180097,4.8227296,3.2071924,3.4189122,5.093618,4.250652,4.1987524,2.2518907,5.283554,4.2487535,3.1487753,3.1221018,4.6432424,3.7625139,4.133669,3.927,4.5084996,3.5755286,4.733403,1.1252329,3.0708442,3.4851449,4.606769,3.6259959,2.0034378,4.134514,5.4287314,3.2913232,4.496075,3.0104077,4.336701,2.8392239,4.684931,5.0369415,5.0056477,6.2734103,4.916744,4.0676265,6.114618,4.726439,4.122683,3.1392112,2.7983308,3.6002696,4.85867,2.740621,3.9366286,3.2602978,4.9322677,4.414706,5.8795643,5.022509,3.562766,3.9230382,3.3856943,3.0667338,4.6737556,4.461383,2.5022087,2.9936192,3.642555,1.8063042,4.196872,4.0432286,4.3365026
SIM-0037-NT,7.362948,4.050102,3.5555449,1.5012566,3.9972627,3.3594747,3.8812523,3.772145,3.8143384,5.330289,4.529863,3.9416497,2.893017,1.6026697,3.8132792,3.9673045,5.561122,4.7691574,4.2688227,4.3227224,2.8039198,3.1936424,3.0772517,5.2949333,3.1088085,5.0058613,3.4351854,4.8325562,3.288681,3.0725315,4.9852476,2.7989442,5.159597,3.0779731,2.6831663,3.0346665,3.7624907,6.375199,4.197856,4.1117873,4.152023,5.6353617,5.0087786,3.5234296,5.971145,4.122958,5.9178042,4.4277916,2.24124,2.7387455,5.654611,5.2970695,3.9994822,3.6899574,5.425151,2.8586657,3.060268,4.459477,3.6753118,3.672921,5.164962,3.6329079,5.1151137,3.8377137,5.6641855,1.2897606,4.1642427,3.2809668,2.9479883,3.7400193,4.2737913,4.690424,2.770616,3.0985806,3.565377,3.275332,4.909567,3.6954296,5.539834,2.99721,3.3781996,3.1628883,3.8176765,4.753939,3.209571,4.6650915,5.008092,6.131055,6.6263304,2.4140038,4.0856667,2.289889,2.9441428,4.62284,5.6783295,3.7285504,3.4532835,1.9186896,4.1007676,3.0894675,3.7412386,3.225139,4.3271294,1.4286678,2.467318,5.437324,2.8509283,3.7241795,5.599871,6.968693,3.2066767,2.5978894,4.0805006,5.9109554,1.5646454,3.2663178,5.3277664,4.936265,3.811003,4.307276,2.7326562,4.0395236,3.5757856,4.2900763,3.1284876,5.10328,5.7734957,4.8453856,4.147702,3.5762684,4.6385713,3.5503955,4.480787,3.5858972,6.306,5.030716,4.702878,3.926386,3.7031112,5.545405,3.5717385,4.578809,3.325255,4.4931326,4.42483,3.5963316,3.8370423,5.5037956,3.6860323,3.212951,4.5085745,3.1500833,4.0541787,5.4386687,1.9513363,4.070284,4.4050446,4.0947785,4.235587,4.2561903,4.6736364,5.7771864,1.8172071,4.5450873,3.5646195,3.6713755,2.9390626,4.554552,5.923628,4.503239,5.128172,5.846096,4.41456,4.8806844,4.795208,5.3408318,2.4904747,3.6542687,3.247349,5.356839,2.563823,4.3662796,4.1729336,4.9370856,5.0218964,5.2648883,4.0546083,2.8055942,4.0593066,3.2892208,3.2154236,5.113676,5.317893,2.5395901,3.6120129,4.693034,3.2134848,2.984956,3.9037473,5.0502844
SIM-0038-NT,6.266342,3.9335628,3.332829,2.1926284,3.7429242,3.5251198,3.8117943,4.142846,4.1437774,5.595271,4.3955874,4.33133,2.3207877,2.2644448,3.4942007,3.8243425,5.9898734,4.447464,5.178868,3.4122324,2.4471912,3.5834763,3.4496403,5.619163,3.0817697,3.9668393,3.1147583,4.832383,4.097718,4.635662,3.3811605,3.6984086,5.5394263,4.0836506,2.7586248,2.155028,3.4915566,5.3733153,3.8164914,3.5215883,4.1226697,5.254878,4.4619884,2.9701746,4.765167,4.3489203,5.4380136,5.101446,2.8916543,1.8250458,5.8600187,5.9964976,3.757917,3.0101144,6.3404717,2.3580124,3.4356592,4.743352,3.9058,4.848307,4.117377,4.0582423,5.960478,3.775035,4.725718,1.3032861,3.434641,3.1824632,2.9652305,2.2706523,3.9145203,4.506188,3.3134513,3.8546493,2.9540193,3.7102292,4.5446405,5.172588,5.337663,3.769656,3.599958,3.2736673,3.5979202,4.380749,2.3657765,3.540485,4.646606,6.7800064,5.2499294,2.8371887,3.2607508,3.4247174,3.8622983,4.1051826,5.493951,2.592823,3.0095305,1.9051425,4.0634494,2.888856,3.5945673,3.1623073,3.8239486,2.094199,2.3198223,6.245216,2.9179852,3.002394,5.247615,6.405603,3.0278742,4.3675876,4.417763,5.5228634,3.125313,3.1863115,5.431809,4.5280633,3.2891154,3.7827795,2.361586,4.417661,3.6324925,4.309853,3.7315361,4.1011553,5.1095705,4.2926474,3.574717,4.1795034,3.9772034,3.343425,4.334309,4.032298,6.76184,4.983601,4.2147703,3.5702522,3.1280515,5.420846,5.639538,4.7872114,2.8208828,4.7739024,3.9579644,2.7324107,3.8844554,4.467131,4.2540927,3.6006565,3.7096105,3.658094,4.5148005,5.8918557,0.93022066,4.144321,3.8511517,4.5304546,3.5321026,3.0261726,4.118958,5.816656,2.7694352,4.426849,3.6350462,3.8053832,2.6901948,3.4456823,5.856052,4.28338,6.015516,5.3347096,3.7405968,6.0035195,3.7322364,5.142034,3.4498332,4.0707297,2.655436,5.050775,3.2851715,4.3788676,3.5057654,5.3985577,4.990678,4.6035566,5.738478,2.6922364,4.281506,2.7562227,2.5540435,5.8485894,4.3549395,3.5730352,2.876882,4.1518016,2.3959417,3.7610543,3.7178197,6.2780967
SIM-0039-NT,8.032837,5.2307596,3.6482012,1.8256795,4.850985,3.1389706,2.8078837,4.139504,4.423621,5.050311,3.5444565,3.5482647,2.0537734,2.7978575,2.7120376,4.089633,5.346083,3.4169226,5.101917,3.3338046,3.234151,2.4010806,2.8961165,4.934649,2.08644,5.737585,4.138872,4.977936,3.9730368,3.6941376,4.3960247,3.0880177,4.564889,3.5386386,2.4899879,2.458966,4.319248,5.090647,4.3858566,3.6455722,4.3495097,5.997983,4.1352863,4.048975,4.2102723,4.193575,5.5496006,5.1448994,1.795555,2.5837357,6.3792725,5.3311553,3.7140615,3.7826822,5.5536985,3.6758397,3.32951,5.3072133,3.4253907,3.6246154,3.7236955,3.758023,5.6492376,3.8976457,4.3080444,2.1991572,3.3794236,3.5420208,2.5420184,3.701396,3.469508,5.2318573,2.7633886,4.4025826,3.5708039,2.8406281,5.507155,4.494274,5.7321563,4.1906176,2.9174092,3.3187435,4.5701747,4.0249486,3.3838267,4.0013895,4.739933,6.7291265,6.020832,2.9597511,3.8288305,3.1329842,3.3821852,4.5811925,5.2290335,3.3332183,4.207559,2.453576,3.877036,3.0448127,3.1196253,3.0366533,4.0604362,2.6675785,2.907565,5.574618,3.2010686,2.8588276,5.343418,7.5732594,3.560073,3.7636247,4.6959524,6.1124225,3.7110288,4.1187563,4.1134934,5.43967,4.1566725,3.611415,2.1102917,4.014233,3.5944824,4.3971677,3.8163762,4.188318,4.454662,4.3483386,4.0850625,4.1262035,3.328421,3.1523504,4.67397,4.2056794,5.6989894,4.9892225,4.3937283,3.5174592,3.090176,4.9350634,4.4116616,5.2313213,2.3579865,4.110864,4.5560207,3.9115477,2.88478,4.2785797,3.939299,3.7557702,3.9936378,4.3180084,4.1949544,6.1101217,1.3745136,3.5880814,3.8419209,3.3874502,3.7659762,3.2702785,4.557113,6.070724,2.259623,4.7416615,4.1637955,4.9430227,3.6910756,4.0681663,5.31762,4.687515,5.355558,4.453328,3.8756876,5.7688346,4.292997,4.0932674,3.6847672,3.9073308,2.7161517,4.8044944,2.6612198,4.474032,4.272684,4.219796,3.7579694,5.822289,4.7788386,2.6300673,3.6635602,2.369031,3.4780622,5.2904396,5.4130692,3.1389558,2.95969,5.270491,2.6860597,3.6069384,4.6351643,5.521013
SIM-0040-NT,7.0586057,4.51133,3.060629,1.5799568,4.430471,4.2013817,4.1899834,3.5398622,4.287124,4.6313925,4.0267925,4.31529,3.7079298,1.9398841,3.271898,5.0369053,5.8160605,5.0419555,5.0861683,3.6237943,2.6623108,3.5061607,3.9536626,5.6109686,3.0023882,5.296028,3.0322986,4.6848803,4.8897223,4.3950887,3.7344165,3.4513955,3.8418348,3.097276,2.8364768,2.7377658,3.6891499,5.221104,3.6274695,4.1088915,3.3020067,4.800213,3.2879114,3.798583,4.204922,4.4446206,6.3555183,5.0199513,1.8725772,2.7810454,5.156442,5.1270976,3.7637458,4.2309585,5.761274,2.535384,3.45779,3.5214725,3.228922,3.5829322,3.8757174,4.2361603,5.336746,4.003225,4.655143,2.2198935,4.025947,3.0145938,2.9820611,3.5349095,3.3878636,4.8862014,3.2545607,3.4792511,4.4181814,3.0027494,4.8300757,4.0630207,6.4313617,3.5938191,3.0536368,3.590767,4.2902985,4.0123525,2.8491685,2.3258848,4.256808,6.5263777,6.3961287,3.8012872,3.6187627,2.9446726,2.8585086,4.6992764,4.9196157,2.6785674,3.2530591,2.552947,3.927837,3.6858296,3.0961943,3.6470647,3.5796573,2.354936,2.6412961,6.459993,2.8379476,2.5336223,6.277067,7.770895,2.5365314,2.7141352,4.5912156,5.5631075,2.9475913,4.032811,4.5491414,4.30034,3.573784,4.601054,2.640139,3.1439896,3.1356733,4.301785,2.8799589,3.6903868,5.330484,4.4976788,4.1676884,4.199985,4.0941453,3.5796516,4.6188693,2.5998192,5.972919,5.832307,4.1806183,3.255044,3.2629385,5.2316055,5.016709,5.043637,2.196132,4.8284154,3.0292585,2.7263181,2.851841,4.374332,4.1289024,4.0557566,4.594847,3.7348878,5.292771,5.5877175,0.7782333,3.4821138,3.990139,4.592057,3.1544604,2.0942903,4.247475,5.5032897,2.8718462,5.184489,4.2547584,3.773163,3.5483654,2.9835453,4.605852,3.9757545,5.7369175,5.778601,4.1380157,5.505588,4.330984,5.1144023,3.4646163,3.7998376,2.6298785,4.7037234,3.410427,4.8278136,3.439422,5.789319,4.458262,6.530624,5.4325786,2.4559655,3.183772,3.9727433,3.6753583,5.349285,5.1155977,3.652221,3.6417518,3.7016082,2.9426765,2.7359247,4.6451764,5.1438394
SIM-0041-NT,7.054367,4.3412347,2.8849673,1.4338381,4.6629267,3.931911,3.3063085,3.6646736,4.0753007,5.0700293,3.393751,3.1905665,2.5738552,1.2558148,4.2177076,4.1300693,5.7529497,3.0351562,4.070804,3.4995337,3.8003013,2.6855612,3.706673,5.888519,3.206233,5.445831,2.924097,4.5865207,5.0939865,3.866141,4.50484,3.0025878,5.1494093,3.6818302,2.9917881,2.787877,3.9198503,5.5782495,3.9386966,4.3611345,4.1842976,4.557748,3.3796704,2.7257137,5.415274,3.853004,5.685799,4.2515216,2.7431767,2.8510432,5.7300797,4.368801,3.6586683,3.8293643,6.2815857,3.7361832,2.4236977,4.468464,2.8223374,4.754821,4.342985,4.5128684,5.490529,4.7809005,5.2496014,2.5288503,4.1796217,2.9821556,3.1647494,3.5298686,3.5705578,4.7402782,3.240264,4.8626895,3.1411326,3.5406384,5.1782246,4.781415,5.076215,4.7872543,3.515105,4.041833,5.121939,3.9520426,2.871396,3.4638288,4.1420527,5.7730103,6.250769,3.356755,3.5740821,2.486346,3.7900262,3.7477071,5.3079376,3.620671,2.4547164,2.19518,3.0003028,2.8787885,2.888865,3.8387625,3.3271768,1.4171767,2.5996308,5.9223957,1.9602747,3.166122,4.841164,6.3869467,2.5408242,4.032862,4.9892898,6.280089,2.936506,2.541068,4.972764,5.170053,4.240739,4.0976515,2.0303528,3.4991727,4.7005196,3.5238054,2.8707523,4.9428144,4.7971363,3.5645518,5.115742,4.2836833,3.8091838,2.7055545,5.3401976,3.8904874,6.7918324,6.0201716,4.125396,2.980472,3.610746,5.922402,3.3242912,4.7550335,2.1948066,4.4107766,4.585294,2.2147708,3.2952476,3.8644803,3.8025713,3.6720896,3.3887284,4.534612,4.3992043,6.3687735,1.3533015,3.4887547,5.05572,4.0069637,3.5389395,2.603302,3.7091324,6.082998,2.757812,5.498491,4.116497,4.588665,2.8918905,3.2342086,6.355037,3.8193076,5.0190554,5.459976,5.2515798,5.83871,4.938645,3.8300867,3.4536564,3.129572,3.6927814,4.215968,2.182787,5.039363,4.3402615,5.091763,5.035955,6.0895405,4.6230617,1.8806069,4.2154927,3.1345408,3.9287324,5.6672616,4.0532837,3.6462395,2.9855921,3.7914133,2.636122,2.9837313,4.756431,4.4462547
SIM-0042-NT,6.417119,4.2500234,3.8173373,2.395094,3.4472914,3.8627324,4.2593527,2.800899,2.5984797,5.0298696,4.718261,4.6369963,2.5289326,3.2013068,2.399726,3.7621922,5.5593247,4.706443,5.631891,3.977816,2.1397812,3.4661927,3.5292947,5.292853,2.1451066,5.357484,3.007023,4.288982,4.280865,4.0253825,3.917812,2.569219,5.3888507,4.0471253,2.6067057,2.574515,4.3523316,5.0142803,4.32133,3.2159956,4.2505593,4.721716,3.6603403,4.411934,5.135902,4.5324593,4.530066,3.8847334,3.0061371,2.7289088,4.573913,5.8272347,4.0037603,4.2586937,5.1338286,1.77192,2.6068876,4.0947943,3.9737492,2.63651,3.6123788,5.0504723,5.411088,4.538743,3.8230398,1.1488332,4.669903,3.2073774,2.8328242,2.5627713,3.7162676,4.3429337,3.2670426,5.394547,3.757801,3.3548536,3.735929,3.6958835,6.114829,3.3308983,3.11864,4.103804,4.9836416,4.07678,2.7132785,4.1263003,3.9144092,6.2305646,6.0827847,3.2394023,4.7784195,2.7559824,3.9848657,3.7799625,5.468432,2.9094255,3.5435803,2.1969683,3.8622687,4.1412487,4.1845503,3.711762,4.2878804,3.1239522,1.81447,6.8143888,2.2169552,2.6210449,6.11761,7.521677,2.251645,3.3754787,4.3903217,5.6355147,3.4401588,5.472686,4.986998,4.067168,2.9755898,3.70355,2.1549792,3.9956012,3.9596233,4.000586,4.4371505,4.103815,4.953,4.475011,4.797784,4.6919436,4.2143326,3.8038983,3.9839404,4.3617544,6.5455327,6.329798,3.5516286,2.7833512,3.299159,3.8654609,4.5087523,5.010046,1.9672264,4.712343,3.917352,2.6287956,3.282191,3.9222965,3.6836278,3.5723264,3.7549596,4.6850886,3.95547,5.643567,1.1449001,3.4683518,3.324327,3.5103106,3.0245862,2.3351266,4.866082,4.8340178,2.1916003,4.1803827,3.5393362,4.4765606,2.7236605,3.6417854,6.027659,4.811606,5.352266,5.25687,4.0253124,5.9541755,4.696663,4.144408,3.7910037,4.007759,3.5749147,5.4052577,3.060421,4.630754,4.276014,4.7347155,4.0906076,4.223003,4.6957045,2.0171864,4.131924,1.8423792,3.158131,5.7463636,4.122616,3.505698,2.7077713,4.016378,3.081019,3.8052583,4.3582554,4.7483068
SIM-0043-NT,6.6848426,4.7328873,2.499835,1.7789205,4.0747695,3.1353781,3.0800014,2.461931,4.1195803,5.548046,3.2609613,4.0258284,3.5059376,2.6232727,3.305357,3.4744694,5.808419,4.2541666,5.030643,3.410637,2.2737305,3.2462275,3.510201,6.228881,3.2341104,5.678114,2.7848835,5.5722904,4.017939,4.3978376,4.5759215,3.1986866,5.2765536,3.7795346,2.335758,2.534984,4.738969,6.0406237,3.6309714,3.811733,4.3875875,5.0521994,5.398282,3.7059045,5.0753827,5.024182,5.3531494,4.686948,1.9416649,2.4050136,6.175463,6.5087647,3.433833,3.171902,5.7451677,2.5814373,2.970984,5.081529,3.3333437,3.012165,3.186015,4.342552,4.47577,3.9420044,3.9478908,2.7697973,5.0338526,2.6276712,2.9095664,2.6416457,3.5112188,5.8176374,2.440263,3.8876128,3.044566,4.2454214,3.3711247,4.3167167,5.314455,3.5149555,3.73583,4.377155,3.536477,5.2233167,2.2039826,4.734805,4.303142,6.2656236,5.672161,3.1300004,3.8168256,2.0764809,3.2923229,3.9302688,4.5983286,2.8622603,2.7708664,1.6426336,4.0535717,2.9979408,4.457733,2.0179126,4.140408,2.2454817,2.94079,6.4874797,2.6300814,2.98954,5.464879,7.211907,1.8889952,4.0201645,4.329969,5.4851665,2.8968763,3.675124,5.4259896,6.051513,4.2337794,3.5835142,2.939995,4.0984907,3.271032,3.6017704,3.4130323,4.8753924,4.206812,3.7949805,4.6380825,4.074017,4.7082214,2.5727582,5.492577,3.133717,5.0785866,5.543898,3.818617,3.2175648,2.8507252,5.093256,3.8415437,4.6964717,2.0967455,5.479271,4.3642344,2.4072456,2.68462,4.1776624,3.4178646,3.032848,4.1602407,2.8591876,4.8586593,5.55135,1.4114202,3.2457666,4.558698,4.2945414,3.285037,2.3431907,3.4866025,4.9096866,1.9060456,5.038592,3.6698456,4.4631653,2.4871068,3.9528778,5.243109,4.1111326,5.9249654,5.1444063,4.1245275,5.764934,4.374228,4.751144,3.4971323,3.4140716,3.3399587,4.588227,2.3115318,4.6620007,4.1763625,5.264054,4.4852977,5.534973,5.0486813,1.2295918,4.3317294,1.890985,2.7740164,5.2540956,5.7225957,4.139779,3.3395264,4.2110534,1.8523014,3.407239,4.0373983,4.7469773
