,G0000,G0001,G0002,G0003,G0004,G0005,G0006,G0007,G0008,G0009,G0010,G0011,G0012,G0013,G0014,G0015,G0016,G0017,G0018,G0019,G0020,G0021,G0022,G0023,G0024,G0025,G0026,G0027,G0028,G0029,G0030,G0031,G0032,G0033,G0034,G0035,G0036,G0037,G0038,G0039,G0040,G0041,G0042,G0043,G0044,G0045,G0046,G0047,G0048,G0049,G0050,G0051,G0052,G0053,G0054,G0055,G0056,G0057,G0058,G0059,G0060,G0061,G0062,G0063,G0064,G0065,G0066,G0067,G0068,G0069,G0070,G0071,G0072,G0073,G0074,G0075,G0076,G0077,G0078,G0079,G0080,G0081,G0082,G0083,G0084,G0085,G0086,G0087,G0088,G0089,G0090,G0091,G0092,G0093,G0094,G0095,G0096,G0097,G0098,G0099,G0100,G0101,G0102,G0103,G0104,G0105,G0106,G0107,G0108,G0109,G0110,G0111,G0112,G0113,G0114,G0115,G0116,G0117,G0118,G0119,G0120,G0121,G0122,G0123,G0124,G0125,G0126,G0127,G0128,G0129,G0130,G0131,G0132,G0133,G0134,G0135,G0136,G0137,G0138,G0139,G0140,G0141,G0142,G0143,G0144,G0145,G0146,G0147,G0148,G0149,G0150,G0151,G0152,G0153,G0154,G0155,G0156,G0157,G0158,G0159,G0160,G0161,G0162,G0163,G0164,G0165,G0166,G0167,G0168,G0169,G0170,G0171,G0172,G0173,G0174,G0175,G0176,G0177,G0178,G0179,G0180,G0181,G0182,G0183,G0184,G0185,G0186,G0187,G0188,G0189,G0190,G0191,G0192,G0193,G0194,G0195,G0196,G0197,G0198,G0199
SIM-0045-NT,0.40178084,-0.23803815,0.31353453,0.26088777,0.25929925,0.51639545,0.2631006,-0.33164668,0.14746375,-0.47233897,-0.022782356,-0.105602555,0.15946056,-0.20575237,-0.19824752,0.12529866,0.29369128,0.0006558909,0.5807624,-0.08581732,0.169934,0.08531307,-0.08568867,0.32784846,-0.2225809,-0.5189594,-0.031531576,-0.06421783,0.26570946,-0.3124382,0.13092655,0.10066278,0.08069981,0.26101953,-0.0058629033,0.0130458,0.11256989,-0.025490228,-0.3383185,-0.102620535,-0.06473967,-0.14060114,-0.07912399,0.04490096,-0.06848454,0.2134938,0.21739377,-0.5946952,-0.35828754,-0.60118747,-0.06845352,-0.084000885,0.037744,0.21062993,-0.010685693,-0.1507219,-0.0010788261,-0.12347334,-0.3693364,0.23945159,0.106141895,0.3622314,-0.30925846,-0.40369177,-0.2339899,0.09971466,0.21473809,0.07156979,0.035904627,0.21363398,-0.114857465,0.2641117,0.4962541,-0.26568764,-0.06351459,-0.347459,-0.24129532,0.09813577,-0.42140442,-0.19489652,0.2634073,0.05586204,0.19199988,-0.32338768,0.016930489,0.47168013,-0.16547455,-0.12200462,0.14542489,-0.2249579,0.17931406,-0.4491625,-0.60641146,0.07860936,-0.24495625,-0.14143711,0.21915716,0.15605557,-0.30682772,0.12993182,-0.075053245,0.10427286,-0.005040317,-0.37586588,-0.17828223,-0.6030268,0.046293452,0.09922452,-0.17610617,-0.028927326,-0.24351639,0.31409988,-0.32148868,-0.077758245,-0.32456824,0.058705952,0.25955015,-0.51899594,0.16350462,0.40788734,0.032241113,-0.1686883,-0.009518979,-0.13640448,0.4910748,0.20874935,0.22511525,0.5387602,0.33613595,-0.03034795,0.0063397447,0.5899456,-0.18482198,-0.042906236,-0.2532271,-0.45456314,-0.21993904,-0.21503301,-0.15627563,0.15306659,-0.00297345,0.25275102,0.03774143,0.044764373,-0.07283802,0.486741,-0.10584625,0.22917117,-0.29555118,-0.06086469,0.50189245,0.17126006,-0.34992984,-0.25796467,0.40053374,0.022087403,-0.06881065,-0.19475761,-0.07935095,0.35347202,-0.17500567,-0.15050092,0.14988346,-0.2599249,-0.23374273,0.0015734003,0.007841163,-0.20230708,0.11829462,0.054703254,-0.49337825,0.19512479,-0.14239337,0.20151469,0.51992255,-0.016771493,-0.16121508,0.34469792,-0.20977992,0.47311035,-0.115889475,-0.15673144,0.59147245,0.09075483,0.40549147,-0.006556993,-0.024342049,-0.73129964,0.2529267,0.09631427,-0.027950605,0.14797656,0.009572352,-0.2358483,0.090659656,-0.047673896,0.18526392,-0.07006951,-0.11716553,-0.13604952
SIM-0046-NT,-0.22099684,-0.13063945,0.107975274,-0.18742138,-0.2938564,0.19734888,-0.034540523,0.19200274,-0.05507161,-0.14293903,-0.4358066,-0.2824826,-0.21815917,0.07023618,-0.027247185,-0.2563761,-0.69518656,0.115652144,0.21934636,0.24117103,-0.24119988,0.25670525,0.14150344,0.14030461,-0.15234658,-0.033184778,0.4578794,0.41933736,-0.012070432,0.047923744,-0.548748,0.30098978,0.18640749,0.08626782,-0.15059766,0.016604118,0.3664384,0.09048809,0.6579169,0.20286915,-0.22969349,-0.10270042,-0.17745216,0.21442614,0.2883878,0.42907187,-0.083092615,0.11700215,0.32010457,0.3874584,-0.30763164,0.15502979,-0.29825893,-0.1504417,-0.32669762,-0.15523586,-0.36242554,-0.2954876,-0.22614326,0.07577439,0.008473194,-0.41100323,0.6853483,-0.122131206,-0.33231583,0.1456385,-0.0011438511,-0.20316009,0.09765374,-0.16810352,-0.07392295,0.36640605,0.030886272,0.15353,-0.13053185,0.038300395,-0.19270347,-0.20377068,-0.103093736,-0.17362699,0.25950956,0.14478429,-0.5730752,0.4310457,0.16028316,0.2861511,-0.042736318,-0.37351257,-0.33101243,0.42681202,-0.40681997,-0.36140615,-0.10820733,-0.34619355,0.13328502,0.15269913,0.10342207,-0.15353869,0.072190166,0.44589305,-0.35849828,0.27917153,0.20199661,-0.02631598,0.04159258,0.08918041,-0.24413191,-0.4080718,0.22662997,-0.3112277,-0.27328724,-0.12889309,0.07112327,-0.124839015,-0.18099456,0.23819032,-0.08330255,-0.19962579,0.098656215,0.014646452,0.007179854,0.110858604,-0.034361854,0.21117832,-0.35710043,0.31032103,-0.22829857,-0.4091609,-0.19707894,-0.087381266,-0.1837463,-0.24129069,0.25264362,-0.21765836,-0.5644475,-0.087610416,0.51134753,-0.26600945,-0.22491246,-0.10091934,0.38605395,-0.08988118,-0.2558328,0.090768695,0.0721624,0.12166262,-0.26557934,-0.14112118,0.28141704,0.10225351,0.20216781,-0.013526832,0.26409423,0.07328773,-0.13088441,0.18636636,-0.218765,0.38588762,0.25203156,-0.073176645,-0.046242803,0.033090644,-0.043215554,0.32974985,-0.13469103,-0.37563467,-0.06466279,0.18813543,0.2536678,0.028453,-0.15846086,-0.011021462,-0.16379,-0.5763183,-0.21301235,0.12759827,-0.06766544,-0.077137396,0.27670833,-0.24099444,-0.21655326,0.08273493,-0.17796095,-0.17920747,0.38730896,-0.26801053,-0.18312478,0.109722935,-0.012225964,-0.34336627,0.4460043,-0.19856682,-0.061382253,0.109205775,0.5405909,-0.10243517,-0.22985283,0.12443023,0.5220351,0.03398923
SIM-0047-NT,-0.071367435,0.0978247,-0.518843,-0.15375495,-0.45632756,-0.090001754,-0.12824637,-0.65938276,0.04481197,0.15452653,-0.048352182,-0.38210046,0.31630787,0.47428924,0.10004751,-0.088536754,-0.08527305,0.10833464,0.02250004,0.10888229,0.112486176,-0.18454568,-0.20571612,-0.07009686,0.11688131,-0.38985172,-0.057165243,-0.0089975335,-0.121692196,0.35067973,0.308008,0.10388989,0.4426006,0.21958737,0.033528123,-0.119232856,-0.09881247,0.09512838,-0.09294814,-0.37923685,-0.09517169,0.2569009,-0.6435176,0.3507629,0.14351423,-0.058604475,0.07191363,0.24027626,0.008349722,0.23716192,0.21270591,0.043790117,-0.27767807,-0.024439111,-0.51033145,0.11142609,-0.10492463,-0.15381981,0.16387679,-0.31760508,0.028028585,-0.08495104,-0.045103304,0.07107155,0.45585915,0.09962296,0.33956784,0.348869,0.19242,-0.46097633,-0.059914418,-0.27265903,0.71591324,-0.25094488,-0.374311,-0.69259286,-0.25906608,0.030711832,0.27181208,-0.2675431,0.2928689,-0.015922768,-0.121353656,0.043209653,0.354393,0.012777052,-0.2770654,0.1060354,0.1020354,-0.04756897,0.2553861,-0.57228625,0.08926827,0.1960872,-0.36220413,-0.37081516,0.2495321,0.29361352,0.3399424,-0.17324737,0.05026671,0.08331724,-0.42680192,0.039315112,0.03467724,0.18632767,-0.14289172,0.31260934,0.020084504,0.42742968,0.18665223,0.06942437,-0.29547405,-0.3300004,0.40021664,0.21943238,-0.071270704,-0.10420151,0.05547104,-0.33629715,-0.11691967,0.15313452,0.18657659,-0.092022635,0.40006208,0.26124635,-0.19219112,-0.3189534,0.14864202,-0.11251769,-0.16000994,0.055722672,0.17984542,0.19798131,0.013795945,-0.5734774,0.23860513,-0.20151934,0.07709464,-0.030539718,0.561014,0.5144739,-0.11486822,-0.33615944,-0.31660545,0.06789148,-0.1349372,-0.2777812,-0.13091819,0.11279768,-0.019565998,-0.12059714,-0.089220755,-0.040482562,0.05565698,0.07032093,-0.412099,0.041674484,-0.090513594,-0.25344878,-0.09317792,0.2890341,0.20215587,0.024301775,-0.22427455,-0.33990714,-0.23545392,0.0030523879,0.0083209295,-0.16284022,0.21945007,0.096122526,-0.6628196,0.027292963,0.18886878,0.05060864,0.14537685,-0.065868676,-0.016313698,-0.011087648,0.04602017,-0.14477667,0.27312115,0.35569528,-0.1327551,-0.29217598,-0.3363131,0.10124163,0.14695925,0.102292724,0.12378926,-0.1420934,-0.49753755,-0.12432179,0.4134662,0.06619943,0.10613456,0.2261857,-0.21002136,0.055869512
SIM-0048-NT,0.12805106,-0.23312965,0.09096492,0.32384136,-0.10017557,-0.43059087,0.04314853,-0.16413684,0.045271352,-0.21053734,0.015242974,0.3068064,-0.006950075,-0.41228777,0.09393179,0.004976716,0.05330671,0.24329913,-0.13126715,-0.07201039,-0.25735623,0.048339766,0.04178447,-0.06493173,0.18677087,-0.25917336,0.03173774,0.15027778,-0.13551407,-0.3433833,-0.42383984,0.038828667,0.42350665,-0.1524301,0.11283041,-0.6063332,0.09331853,-0.27210113,-0.09833061,0.019716883,-0.41519612,0.78641033,-0.15132838,0.15175168,0.37316683,0.07329828,-0.3069301,0.025675977,-0.4594103,-0.08274718,0.4192233,-0.35279998,-0.20604281,0.4634015,-0.043559145,-0.22342527,0.09730157,-0.117199674,-0.67899275,-0.34011436,0.5142479,0.08203681,0.36592183,-0.25729918,-0.01375876,-0.04222408,-0.13682309,0.05255853,-0.27869156,0.3023712,0.116813965,-0.043525882,0.033319417,-0.07558853,-0.43088353,-0.24766915,-0.045018226,-0.088201605,0.16189621,0.14009115,-0.13996106,-0.23924641,0.1887064,0.04732299,-0.1553979,-0.28549245,-0.16895871,0.097988,0.42170152,-0.05297752,-0.20824872,0.5393016,-0.09297285,-0.19852732,-0.10182692,-0.11427845,0.3176378,-0.4184332,0.14862809,-0.0027394053,-0.13917357,-0.08397955,-0.06267009,0.022019818,-0.1128316,-0.016377103,-0.194336,0.5454809,0.2523172,0.1221404,-0.11095435,0.20536606,0.0748217,0.029762914,-0.13325563,0.06864512,0.42089018,0.020168275,-0.06592056,0.024808623,0.010947023,-0.13678254,-0.18530244,0.19831555,0.3013357,0.5664583,0.11456541,0.02917725,0.22544605,-0.22700277,0.16064443,0.2596921,0.2560558,0.4168198,-0.14960255,-0.12308577,-0.0537889,-0.2788894,0.13460055,0.16878757,0.14038882,0.03734587,0.2514526,0.14379442,-0.1506286,-0.7374861,-0.082708746,0.009763058,0.011838675,-0.044804115,-0.13420467,-0.21170048,-0.2582414,0.1087393,0.27207178,-0.31280842,-0.015322633,0.1971811,-0.047221474,0.1790016,0.26958683,0.09860011,-0.123919316,0.32876483,-0.06686522,-0.066858016,0.128722,-0.075369194,-0.055953067,-0.09343432,-0.04516556,0.049241357,-0.49317378,-0.024480272,-0.44123992,-0.101649374,0.08452784,-0.08186725,0.17573798,0.08690564,-0.5390185,0.2994862,0.062422533,-0.1423065,-0.117449805,-0.5211641,0.054449003,0.16280098,-0.17000246,-0.22623938,0.035131965,0.29866618,0.2727046,0.20723122,0.50503314,0.23108625,0.28916642,0.021770557,-0.086671375,0.28366905
SIM-0049-NT,-0.24526046,0.10594693,-0.15198071,0.08481311,0.0669754,0.04074462,-0.004429479,0.13313337,0.17320044,-0.34972525,-0.011341699,-0.1045209,0.04853226,-0.10403096,0.3187738,-0.017066045,0.24663672,-0.23804219,-0.07018326,-0.1536756,0.09842026,-0.2962448,-0.42720783,-0.15640064,0.14027609,-0.20243645,0.066394284,-0.16182971,-0.4382092,0.2129868,0.16234119,-0.009957035,0.010723048,-0.05188235,-0.258144,0.32650152,-0.025152614,0.09041036,-0.124705486,0.11071853,0.2862901,0.041656047,0.090141155,0.21950077,0.17683657,0.2610358,0.080217175,0.08008127,0.05984217,0.21618831,-0.10793742,0.1326377,0.57435924,0.089738436,-0.29928917,-0.07253894,0.15519781,-0.16764827,-0.2444743,-0.34481654,-0.052071538,0.40292734,-0.13279776,0.21895802,-0.069762036,-0.096818134,0.12923814,-0.3834252,0.41734198,0.13432932,0.26285383,-0.06446951,0.12409682,0.23320131,-0.022677295,-0.21830085,-0.23578122,-0.10570428,0.056745853,-0.040706813,-0.122353524,0.16950612,-0.115265965,-0.14940053,0.23484486,0.13763994,-0.30625683,-0.33271027,-0.27693367,-0.0076563847,0.2946114,0.36184466,0.18762279,0.47822094,0.050406255,0.27725694,-0.14280134,-0.38902605,-0.07716295,-0.031285614,0.6462168,-0.00010828282,-0.25445232,0.24116202,-0.18989666,0.035885043,0.21932147,-0.23290956,0.37936497,0.28170067,0.088319965,0.43792036,-0.09556216,0.1985418,0.069704615,-0.15946122,-0.15194532,0.50776774,0.2648286,0.22237685,-0.15631713,0.17698623,-0.092008285,0.42450976,0.30322647,0.22983165,0.20444265,-0.021946557,0.12179427,0.38533375,0.11666464,-0.21018083,0.3137367,-0.16985698,-0.0073902668,-0.118418396,-0.6522459,0.043818574,0.5431935,0.079996355,0.7408255,-0.03830445,0.055362053,-0.026057608,0.01508319,0.092499904,0.37757486,-0.20971227,0.002178834,0.15393561,0.3200205,-0.53944534,-0.349593,0.010154039,0.27982405,-0.12016392,0.16724071,0.49446726,0.0025869152,-0.057039794,0.11796428,0.04500658,0.063812315,-0.04521558,-0.0642841,-0.25110745,0.15332247,-0.25993815,-0.2042839,-0.2994644,-0.08153793,0.006482333,-0.27492577,-0.06658056,0.04043239,-0.39233014,-0.18986171,0.4511624,-0.17715724,0.17710668,-0.12687564,0.05002697,-0.19932595,-0.4754385,-0.11024726,0.1104576,0.16956909,0.035757683,-0.19434847,0.23006263,-0.18049262,-0.16517963,-0.24505801,-0.10576003,-0.07389533,0.07332934,-0.33822504,-0.11509043,-0.20014647,0.106892
SIM-0050-NT,0.07563452,-0.25737512,0.12306052,-0.013088934,0.19829437,-0.16153355,0.14761116,0.21624625,0.017230451,0.5244602,0.12286929,0.44070113,0.63046235,-0.4182229,0.2879134,0.12908505,0.060851093,-0.16521491,-0.22282654,-0.26328436,0.5558246,0.12184566,-0.33979443,-0.2631537,-0.5062796,0.2977651,0.011321568,0.12729467,0.0006080117,0.23695073,-0.099212065,0.07386095,0.068512455,-0.29007435,-0.18075936,-0.07572547,0.08024985,0.34710583,0.02893434,-0.021928754,0.07749384,-0.039266415,-0.0056758323,0.37897715,-0.055766173,0.065485336,-0.16123906,0.31521058,-0.22784913,-0.01797137,0.24562465,-0.21649627,0.2169706,-0.5122704,-0.27298337,-0.023546936,0.60241014,0.036367197,0.041692268,0.2869312,-0.27158803,-0.75833064,0.43346295,0.15116458,-0.111318596,0.014339555,0.263034,-0.032316424,0.03622155,0.5088341,-0.31088814,0.12930293,-0.30550426,0.39080438,0.07327653,-0.17170686,-0.3751432,-0.08754852,0.046406925,0.2896078,-0.27340284,-0.20615524,-0.1242596,-0.19379632,-0.12863831,-0.23629299,0.10428493,-0.12073468,0.0027017961,0.07607606,-0.34485137,0.14840658,0.052363403,0.052621473,-0.03332625,-0.06739445,0.013452038,0.0239259,-0.29504493,0.39382488,-0.17393994,0.016676802,0.29130083,-0.08544447,0.05924375,-0.5478088,-0.49545112,-0.006396017,0.047366776,0.27653155,0.2002894,-0.398012,0.31706652,-0.2976413,0.21569507,-0.11292808,0.6789495,-0.14758725,-0.01850762,0.03957577,-0.060628735,-0.24929203,0.55102557,-0.1526661,-0.16162342,-0.027349811,0.04831223,-0.17121534,0.23837228,0.03818177,0.005023983,0.13952452,-0.21214978,-0.1462587,-0.0055120704,0.2324803,-0.06097007,-0.07927502,-0.52710205,-0.17337915,-0.41263634,-0.3503668,0.0914427,0.8297139,0.048558358,0.08318874,-0.19012627,-0.2621,0.5140356,-0.20134257,-0.49997008,0.06138952,-0.10744118,0.14896348,0.39190555,0.09224909,0.056729086,0.16490413,0.6761759,0.5696261,-0.07899038,0.23745047,0.44652167,0.17335787,-0.016582651,-0.12445814,0.02465583,-0.28495556,0.22383355,0.34773093,-0.09923651,-0.11263433,-0.26403266,0.11673505,-0.0027186002,-0.3608478,0.72872865,-0.44457483,-0.35994765,0.23488031,0.16427489,-0.1785758,-0.19468094,0.1144715,0.094530806,-0.17597581,0.24846606,0.14296485,0.3341204,-0.012455853,0.20254785,-0.057068195,0.13527016,0.089455314,0.21202423,0.12987426,-0.47221163,-0.15663278,0.020793233,0.11659295
SIM-0051-NT,0.20621535,0.13717182,-0.17617291,0.22952925,-0.20226106,0.3158139,0.3324927,-0.0025253787,-0.16200717,-0.1740118,-0.27349883,-0.23065557,-0.04511389,-0.13985574,-0.40247673,-0.120892644,0.023222506,-0.08477805,-0.22372925,-0.5977974,0.2863596,-0.009903654,0.08017509,0.045205142,0.12434213,0.060146086,0.024652394,0.19082393,0.24447037,0.34582403,-0.20797855,0.06235777,-0.4013447,-0.12035214,-0.049244992,0.18522716,-0.029448474,0.16820182,-0.08627452,-0.14442599,-0.20053712,0.1726811,-0.094598345,-0.6066229,0.15893552,-0.23231724,0.048297707,-0.28227788,0.0036829212,-0.7176027,-0.008421503,-0.2187922,-0.3169338,0.19104531,-0.029668655,-0.06102748,-0.18107662,0.22364219,-0.10868397,0.37193498,0.307392,0.35632506,0.24200322,-0.15156688,0.0131124845,-0.05076664,0.20954187,-0.0026490015,-0.060810793,0.4145072,-0.081855625,-0.15610954,-0.10048687,0.2678084,0.046946097,0.114613555,0.058999054,-0.5482246,-0.26720262,-0.06969202,0.07868683,-0.24607643,-0.25378525,-0.078074634,0.33157024,-0.53821665,-0.6628878,0.4338364,-0.38259578,-0.101330616,-0.37519005,-0.075641766,-0.03403148,0.40266666,0.18016872,-0.320781,-0.47699285,0.12491983,-0.12990306,-0.18077579,0.2961958,-0.4391105,-0.09157826,0.1576943,-0.29507613,0.3245263,-0.25291437,-0.017604226,-0.17332724,-0.68502766,-0.10514684,0.1980681,-0.25863436,-0.15705197,-0.12911437,0.13401608,-0.08993693,0.0057919337,0.0090587195,-0.13085735,0.42240572,-0.2563239,0.17574193,0.31895086,-0.03457533,0.015210814,0.13259135,-0.09281418,-0.47402373,-0.06234329,0.41145048,0.14221166,0.0192847,0.18906155,-0.036098924,0.00736879,-0.10780569,0.11937641,-0.1340338,-0.07882031,0.21974294,-0.04857702,0.14131379,0.16198526,-0.019176677,-0.087378666,-0.32993907,-0.27409747,0.15227616,0.14765418,-0.24746394,0.09910221,0.054086108,0.23387799,0.54137266,0.14370655,-0.17269869,0.18584737,-0.26048476,0.55534804,-0.30659747,0.10962941,0.00046742198,-0.103420064,-0.11915093,0.34044906,0.14161271,-0.038088314,0.43304992,-0.029670253,0.1837191,-0.33510047,-0.32174447,0.17743805,0.077015035,0.5366834,-0.17633013,0.1689294,-0.061434377,0.21205711,0.19220099,-0.0068813413,-0.18513432,-0.08480353,-0.27819568,0.091196924,-0.70222175,-0.14527991,0.22602594,0.22004572,-0.4030237,0.14572477,-0.2852952,-0.09457844,0.19149005,-0.24378507,0.35673314,0.0642275,0.115677096,0.26930618
SIM-0052-NT,0.22261882,0.20080727,-0.16443355,-0.2777319,-0.07056987,0.118601985,-0.32139766,0.14571394,0.093617454,-0.045451943,0.015380765,0.016277637,0.110403284,0.18660453,0.7178586,0.042269837,-0.1610275,-0.47654617,-0.3519908,-0.18934236,0.17236015,-0.098718494,0.10168202,-0.1830126,0.11386035,0.21810378,-0.10055191,0.10874516,-0.11010114,-0.30796802,0.13842392,0.10318702,0.14836457,0.23888314,-0.06220219,-0.04378712,-0.07122058,0.08632206,-0.034686867,0.031478457,-0.18016094,-0.2568988,-0.22718167,0.10414771,-0.010715471,-0.12338444,0.16583443,0.36445704,-0.123692974,-0.27099845,0.23628119,0.0038572599,-0.04584412,0.25443822,-0.06563651,0.09926537,0.040066294,0.8111251,-0.03357315,0.23420416,-0.06266438,0.11251062,-0.048995014,0.19885066,-0.023919696,0.12587501,-0.1889989,-0.19915952,-0.47051775,0.09145052,-0.16224818,0.5488741,-0.11808027,0.31160042,0.2860912,-0.06150289,-0.18418372,-0.033672813,0.28372446,0.5713718,-0.3087084,0.0035694186,-0.15113053,-0.09042992,0.4267159,-0.19239293,-0.40185001,0.050506067,0.09489498,-0.105268866,-0.17033969,0.040084798,-0.3374759,0.105441764,-0.08692845,0.34675145,0.0796035,-0.038367476,-0.057424475,-0.48342854,-0.031027898,-0.050811633,0.012854324,-0.047574442,0.3570772,-0.067232154,-0.21097665,-0.4161782,-0.111480206,-0.26175916,-0.3244806,-0.07793831,0.28457156,0.23375592,-0.3204986,0.009171928,0.10578478,0.14617276,0.40091574,-0.2924193,-0.22145616,-0.16565172,0.09158918,-0.68046147,-0.057166513,-0.44559827,-0.00058175763,0.5175198,0.2252509,-0.30655771,-0.10465865,-0.2224457,0.32364294,-0.5504531,-0.10980782,-0.17413883,-0.29330152,0.41463402,-0.3915441,-0.29857007,0.39888325,-0.024897428,-0.0438774,-0.15633622,-0.00054565375,-0.1072903,-0.18365394,-0.35035446,0.010062605,-0.14926209,-0.11728161,0.16491605,-0.1264291,-0.02747518,0.41842374,0.09590941,-0.13493948,-0.27428854,-0.033156063,0.19692847,-0.1475262,-0.0108274,-0.15389588,-0.10193389,-0.31934357,0.05259786,0.020921893,0.35350937,0.010834921,-0.19450824,0.34671313,0.074706666,0.030876331,-0.020025283,0.021256873,-0.23295514,-0.038246352,-0.07263539,0.07136696,0.26131585,0.223702,0.110005125,-0.44867808,-0.12651002,-0.47330612,0.25273913,-0.04790286,-0.054586995,-0.18921013,0.2982309,0.007647747,-0.04634943,0.013562861,0.032751504,-0.051425572,0.2979028,0.29533452,0.0057370993,-0.21216325,0.06401115
SIM-0053-NT,-0.16652364,0.339047,0.37500563,0.16246015,-0.30774796,-0.13405605,-0.06764588,-0.22766943,-0.093209274,0.040727407,0.11439455,0.304587,-0.022734907,-0.09231354,-0.3392868,0.06959964,-0.13038029,-0.069263294,-0.15851077,-0.1514344,0.1624626,-0.031166455,0.37358388,-0.2964121,0.29572985,-0.14014857,-0.030677434,0.10675428,0.23979262,0.24964476,0.24479297,-0.06878124,0.43643624,0.13701276,-0.7523782,-0.0018818089,-0.105399124,-0.088407114,0.14907125,0.066692084,-0.17908464,0.36575624,-0.3312753,-0.34816062,-0.28151733,0.101072505,0.0818481,-0.21308486,-0.15879604,-0.011022929,-0.27712426,0.18966192,0.3815693,-0.054379262,0.07668735,0.017152036,0.33190554,0.47526926,-0.09935442,-0.001859328,0.2046147,0.0763088,-0.23786126,-0.46218562,-0.15923114,0.07206045,-0.10842079,-0.27358934,-0.15497011,0.44779807,-0.29202795,-0.088582404,-0.13892184,0.47916248,-0.37800324,-0.20619738,0.0063173347,0.03240878,0.27082515,0.24499942,-0.18555327,0.06881983,-0.052818343,-0.123969615,0.24450606,0.054074533,0.3891052,0.10947636,0.22229138,-0.6880502,0.013119911,0.09898837,0.12207233,0.37765735,0.14599429,-0.3115746,0.1263341,0.20106518,-0.16066591,-0.11098085,0.18883319,-0.006902206,0.266032,0.039151113,-0.55272555,0.007598711,-0.10625732,0.147288,0.09924291,-0.24213637,0.043124374,0.12756306,0.10459917,0.23786332,-0.26197883,-0.045406155,-0.5633663,0.2886328,0.024147501,-0.027945746,-0.032014176,0.12006126,0.2601687,-0.07279578,0.10237598,0.09946533,-0.5496173,-0.17700207,0.108874105,0.30846277,0.33976823,-0.3061673,0.24985361,0.25828895,0.103182994,-0.50496006,-0.1342824,0.02707827,-0.058981676,-0.54214936,-0.0653211,-0.2326666,0.14770755,0.11998241,0.1307701,-0.09234366,0.0050706957,-0.020977488,0.2284078,-0.13333192,-0.1892984,0.24038304,0.2052159,0.11648343,0.39483696,0.5221022,0.30766279,-0.18683562,0.2077742,0.02755839,-0.14057559,-0.18528143,0.0673183,0.2042107,0.34483063,0.16852853,0.1434828,-0.05146684,0.0541312,-0.37372312,0.14131269,0.10792916,0.478555,-0.00992478,0.29781803,-0.1185941,0.42425823,0.36237073,0.28298527,0.015056957,-0.055558905,-0.09274456,-0.24318194,0.116910726,-0.062092163,0.09566993,0.04245902,-0.26843783,0.26531997,0.024023015,0.21555048,-0.2913456,-0.19097859,-0.0980907,0.06072655,-0.025892505,0.34108746,0.25865468,-0.18273106,0.7365664
SIM-0054-NT,-0.021205425,0.32280582,-0.07114099,0.15618101,0.23747268,-0.37607053,0.43672976,-0.19532615,-0.0872752,-0.15129277,-0.14180674,-0.13002856,-0.2984957,0.19030944,0.028812198,-0.03457335,0.2540221,0.44160652,-0.39001188,0.4058893,-0.005792505,-0.33773398,0.103176735,-0.029229313,0.2151352,0.036347713,0.08920056,-0.108803846,-0.25710785,0.1854403,-0.13123977,0.10059678,0.37146327,-0.039948206,0.1750202,-0.0076485043,-0.091162875,-0.39058736,-0.009849636,-0.04105784,-0.21769975,-0.5087718,-0.41754025,0.44631156,0.009452536,-0.35905334,-0.15052967,0.002534423,0.11221129,-0.05830627,0.5053034,0.5170898,0.09574562,-0.09156064,0.09564786,-0.33222604,0.24986927,0.042931117,-0.30175513,-0.14606577,0.1433642,-0.41629845,-0.22337824,-0.116466604,0.24380423,0.428591,0.09468333,-0.790047,-0.27919224,0.8739114,0.039352957,-0.65160024,0.5931929,-0.33400166,0.14336978,-0.2865739,0.55054414,-0.3542234,-0.14632678,0.2622487,-0.13828132,0.121587366,0.20767419,0.044280384,-0.27777174,-0.19675277,-0.09585673,0.14683995,0.2029241,0.051278282,0.17554101,-0.39790967,0.07442592,-0.016221674,0.12380624,0.18806799,-0.2627745,-0.02749968,0.33361927,0.07598908,-0.025062734,-0.304466,0.13570759,-0.34756523,-0.04460013,-0.122805715,0.09835816,-0.14967282,-0.08211415,-0.22767729,-0.06210874,0.053683214,-0.08684646,-0.0783798,0.041132644,0.2502745,0.1861527,-0.32344532,0.1918477,0.3419631,0.17642277,-0.6033773,0.066188745,0.34587076,-0.11215435,0.7250367,-0.545066,0.036536958,0.18084691,0.043021113,0.03849955,-0.26003313,-0.1438296,0.14341605,-0.5284344,0.22632913,-0.028511578,0.13806866,0.21159633,0.9325643,0.3496783,-0.30043525,0.5404287,-0.67833287,-0.11093499,0.043400805,-0.08100042,0.07043946,-0.04218777,0.32118782,-0.12056148,-0.02890993,0.44287512,0.24203151,-0.042470943,0.11807909,0.46816346,-0.34614277,-0.2718694,-0.14365137,0.05429796,0.24209608,-0.19121726,-0.2354103,-0.32791176,-0.23556563,-0.16393757,-0.54086375,-0.1403311,-0.26237836,-0.040973816,0.42451587,-0.39836264,0.25348416,0.4169229,0.2412176,0.085600644,0.3284951,0.15822469,0.27767363,0.029668592,-0.26507878,0.2909381,0.6524068,-0.08510369,0.0056451852,0.027999891,-0.36725664,-0.21206765,0.07613048,-0.023471212,0.004179212,0.006628863,-0.029053207,-0.19143032,0.10873129,0.0821293,-0.22006394,0.10368399,-0.15585968
