node_idx,node_label,node_type,gene,NodeDelta,Direction,RewiredDegree,WeightedRewiredDegree,LocalClusteringCoefficient,NodeDeltaScaled,WeightedRewiredDegreeScaled,LocalClusteringScaled,NodeSmokingAssociationScore,NodeSmokingAssociationScoreScaled,NodeSmokingAssociationExposureCol,ExposureNodeScore_smoking_intensity,FinalNodePriorityScore,NodeDeltaRank,WeightedRewiredDegreeRank,LocalClusteringRank,NetworkWeightedNodeScore,StrictNetworkWeightedNodeScore,CancerNodeScore,CombinedNodeScore,IsTopNetworkWeightedGene10pct
1,GENE:G0001,gene,G0001,3.51381254196167,1,0,0.0,0.0,0.8934920292565822,0.0,0.0,0.8609004429645721,0.9196355692675372,smoking_intensity,0.8609004429645721,0.9065637992620597,0.965,0.1025,0.5,0.9065637992620597,8.934920292565822e-07,3.51381254196167,0.9065637992620597,True
28,GENE:G0028,gene,G0028,3.1957712173461914,1,0,0.0,0.0,0.811549325719207,0.0,0.0,0.9237190287416567,1.0,smoking_intensity,0.9237190287416567,0.9057746628596035,0.805,0.1025,0.5,0.9057746628596035,8.11549325719207e-07,3.1957712173461914,0.9057746628596035,True
125,GENE:G0125,gene,G0125,3.2931222915649414,1,2,0.3969058096408844,0.0,0.836631632942637,0.38280624264576174,0.0,0.900890403838092,0.9707951170487964,smoking_intensity,0.900890403838092,0.9037133749957167,0.885,0.805,0.5,0.9037133749957167,0.5176351827661186,3.2931222915649414,0.9037133749957167,True
33,GENE:G0033,gene,G0033,3.3825433254241943,1,2,0.2483694925904274,0.0,0.8596707813186959,0.23954648669013123,0.0,0.8784175178502734,0.9420453343692666,smoking_intensity,0.8784175178502734,0.9008580578439813,0.93,0.595,0.5,0.9008580578439813,0.42075285245978067,3.3825433254241943,0.9008580578439813,True
13,GENE:G0013,gene,G0013,3.601602792739868,1,2,0.21477993577718735,0.0,0.9161110096726877,0.20715015556198071,0.0,0.8322327930991069,0.882960764615757,smoking_intensity,0.8322327930991069,0.8995358871442223,0.985,0.525,0.5,0.8995358871442223,0.4169564863963678,3.601602792739868,0.8995358871442223,True
44,GENE:G0044,gene,G0044,3.239766836166382,1,8,1.0368321239948273,0.0,0.8228847078563709,1.0,0.0,0.903638180290751,0.974310374319656,smoking_intensity,0.903638180290751,0.8985975410880134,0.82,1.0,0.5,0.8985975410880134,0.8228847078567824,3.239766836166382,0.8985975410880134,True
48,GENE:G0048,gene,G0048,3.209683418273926,1,1,0.1137532889842987,0.0,0.8151337761284487,0.10971235010159293,0.0,0.9075390415047938,0.9793007841952511,smoking_intensity,0.9075390415047938,0.8972172801618499,0.815,0.355,0.5,0.8972172801618499,0.269995575976014,3.209683418273926,0.8972172801618499,True
9,GENE:G0009,gene,G0009,3.5592575073242188,1,1,0.09959816932678223,0.0,0.9052008325967517,0.0960600728139468,0.0,0.836513926947223,0.8884376609886587,smoking_intensity,0.836513926947223,0.8968192467927052,0.97,0.295,0.5,0.8968192467927052,0.28055395830503504,3.5592575073242188,0.8968192467927052,True
58,GENE:G0058,gene,G0058,3.324951171875,1,5,0.6883050948381424,0.0,0.844832279529451,0.663853944056209,0.0,0.883177059205772,0.9481342621420054,smoking_intensity,0.883177059205772,0.8964832708357282,0.9,0.975,0.5,0.8964832708357282,0.6883459619085001,3.324951171875,0.8964832708357282,True
24,GENE:G0024,gene,G0024,3.2479007244110107,1,0,0.0,0.0,0.824980387698736,0.0,0.0,0.8953703172144466,0.9637332162814446,smoking_intensity,0.8953703172144466,0.8943568019900903,0.83,0.1025,0.5,0.8943568019900903,8.249803876987361e-07,3.2479007244110107,0.8943568019900903,True
41,GENE:G0041,gene,G0041,3.37774658203125,1,2,0.26583219319581985,0.0,0.8584349100926277,0.25638884737829176,0.0,0.8684568282093845,0.929302526762401,smoking_intensity,0.8684568282093845,0.8938687184275144,0.925,0.62,0.5,0.8938687184275144,0.43466726630875946,3.37774658203125,0.8938687184275144,False
25,GENE:G0025,gene,G0025,3.2703375816345215,1,0,0.0,0.0,0.8307611985477645,0.0,0.0,0.887323257603088,0.9534385342739273,smoking_intensity,0.887323257603088,0.8920998664108459,0.855,0.1025,0.5,0.8920998664108459,8.307611985477645e-07,3.2703375816345215,0.8920998664108459,False
52,GENE:G0052,gene,G0052,3.1365060806274414,1,0,0.0,0.0,0.7962797832026236,0.0,0.0,0.913243131015894,0.986598081654848,smoking_intensity,0.913243131015894,0.8914389324287357,0.75,0.1025,0.5,0.8914389324287357,7.962797832026236e-07,3.1365060806274414,0.8914389324287357,False
22,GENE:G0022,gene,G0022,3.1982734203338623,1,0,0.0,0.0,0.8121940132542528,0.0,0.0,0.9000194568374725,0.9696809060388366,smoking_intensity,0.9000194568374725,0.8909374596465447,0.81,0.1025,0.5,0.8909374596465447,8.121940132542527e-07,3.1982734203338623,0.8909374596465447,False
20,GENE:G0020,gene,G0020,3.2446672916412354,1,3,0.3377779945731163,0.0,0.8241473002904186,0.325778866950694,0.0,0.890573975281457,0.9575972091702568,smoking_intensity,0.890573975281457,0.8908722547303377,0.825,0.695,0.5,0.8908722547303377,0.47039889683344804,3.2446672916412354,0.8908722547303377,False
40,GENE:G0040,gene,G0040,3.274885654449463,1,6,0.6645846590399742,0.0,0.8319330003027463,0.6409761461473485,0.0,0.882858120867517,0.9477262412087807,smoking_intensity,0.882858120867517,0.8898296207557634,0.86,0.965,0.5,0.8898296207557634,0.6660537619764887,3.274885654449463,0.8898296207557634,False
45,GENE:G0045,gene,G0045,3.0298759937286377,1,0,0.0,0.0,0.7688067571438962,0.0,0.0,0.9234982252767108,0.9997175239693058,smoking_intensity,0.9234982252767108,0.884262140556601,0.685,0.1025,0.5,0.884262140556601,7.688067571438962e-07,3.0298759937286377,0.884262140556601,False
47,GENE:G0047,gene,G0047,3.4459078311920166,1,2,0.3509069085121155,0.0,0.8759965179732095,0.33844139315446803,0.0,0.8396542428931191,0.8924550978696411,smoking_intensity,0.8396542428931191,0.8842258079214254,0.95,0.725,0.5,0.8842258079214254,0.509617246423974,3.4459078311920166,0.8842258079214254,False
36,GENE:G0036,gene,G0036,3.185288190841675,1,0,0.0,0.0,0.80884839515909,0.0,0.0,0.8915553240145495,0.9588526581955639,smoking_intensity,0.8915553240145495,0.8838505266773269,0.79,0.1025,0.5,0.8838505266773269,8.088483951590899e-07,3.185288190841675,0.8838505266773269,False
51,GENE:G0051,gene,G0051,3.2832703590393066,1,1,0.09733361005783081,0.0,0.8340933024687768,0.09387595909240598,0.0,0.8713150063945163,0.9329590220486074,smoking_intensity,0.8713150063945163,0.8835261622586921,0.87,0.265,0.5,0.8835261622586921,0.2555593809602344,3.2832703590393066,0.8835261622586921,False
32,GENE:G0032,gene,G0032,3.3423829078674316,1,1,0.11385267972946167,0.0,0.8493235310241949,0.10980821011871897,0.0,0.8559323650032912,0.9132798585769205,smoking_intensity,0.8559323650032912,0.8813016948005576,0.905,0.36,0.5,0.8813016948005576,0.2814430722548048,3.3423829078674316,0.8813016948005576,False
34,GENE:G0034,gene,G0034,3.1854636669158936,1,0,0.0,0.0,0.8088936062144301,0.0,0.0,0.887433659335561,0.9535797722892746,smoking_intensity,0.887433659335561,0.8812366892518524,0.795,0.1025,0.5,0.8812366892518524,8.088936062144301e-07,3.1854636669158936,0.8812366892518524,False
50,GENE:G0050,gene,G0050,3.2702949047088623,1,0,0.0,0.0,0.8307502029242512,0.0,0.0,0.8691437723225491,0.9301813410801156,smoking_intensity,0.8691437723225491,0.8804657720021833,0.85,0.1025,0.5,0.8804657720021833,8.307502029242512e-07,3.2702949047088623,0.8804657720021833,False
42,GENE:G0042,gene,G0042,3.298816442489624,1,1,0.09290851652622223,0.0,0.8380987194028083,0.08960806130143181,0.0,0.8620535277259557,0.9211107218722727,smoking_intensity,0.8620535277259557,0.8796047206375406,0.89,0.22,0.5,0.8796047206375406,0.2508815462754217,3.298816442489624,0.8796047206375406,False
10,GENE:G0010,gene,G0010,3.2916316986083984,1,1,0.14391690492630005,0.0,0.8362475846845039,0.13880444248949414,0.0,0.8622743311909016,0.9213931979029669,smoking_intensity,0.8622743311909016,0.8788203912937353,0.88,0.46,0.5,0.8788203912937353,0.3115563157044865,3.2916316986083984,0.8788203912937353,False
74,GENE:G0074,gene,G0074,3.1503844261169434,1,1,0.13369731605052948,0.0,0.7998555108267319,0.12894789132825565,0.0,0.8898624974499649,0.9566870086269094,smoking_intensity,0.8898624974499649,0.8782712597268206,0.77,0.44,0.5,0.8782712597268206,0.28722263598825887,3.1503844261169434,0.8782712597268206,False
4,GENE:G0004,gene,G0004,3.4998764991760254,1,5,0.8113988265395164,0.0,0.8899014360409084,0.7825749296937915,0.0,0.8192667229631221,0.8663731443688886,smoking_intensity,0.8192667229631221,0.8781372902048985,0.96,0.995,0.5,0.8781372902048985,0.7872358677407115,3.4998764991760254,0.8781372902048985,False
97,GENE:G0097,gene,G0097,3.0496902465820312,1,0,0.0,0.0,0.773911859285397,0.0,0.0,0.9079193141388671,0.9797872706925576,smoking_intensity,0.9079193141388671,0.8768495649889773,0.715,0.1025,0.5,0.8768495649889773,7.739118592853969e-07,3.0496902465820312,0.8768495649889773,False
30,GENE:G0030,gene,G0030,3.1066548824310303,1,1,0.13451635837554932,0.0,0.7885886824093499,0.12973783823100413,0.0,0.8928801448042245,0.9605475143797284,smoking_intensity,0.8928801448042245,0.8745680983945392,0.74,0.445,0.5,0.8745680983945392,0.28404285453308564,3.1066548824310303,0.8745680983945392,False
27,GENE:G0027,gene,G0027,3.143282413482666,1,1,0.09828449040651321,0.0,0.7980256916467467,0.09479306064305888,0.0,0.8845386805729379,0.9498761976646188,smoking_intensity,0.8845386805729379,0.8739509446556828,0.755,0.275,0.5,0.8739509446556828,0.2456999941699513,3.143282413482666,0.8739509446556828,False
35,GENE:G0035,gene,G0035,3.192009687423706,1,1,0.11687550693750381,0.0,0.8105801751484193,0.1127236552887581,0.0,0.8739523811147024,0.9363330413041198,smoking_intensity,0.8739523811147024,0.8734566082262696,0.8,0.405,0.5,0.8734566082262696,0.27214697372839447,3.192009687423706,0.8734566082262696,False
26,GENE:G0026,gene,G0026,3.183866500854492,1,5,0.5693348124623299,0.0,0.8084820996115456,0.5491099275249406,0.0,0.8722595545501179,0.9341673917354654,smoking_intensity,0.8722595545501179,0.8713247456735055,0.785,0.935,0.5,0.8713247456735055,0.5991010165671381,3.183866500854492,0.8713247456735055,False
150,GENE:G0150,gene,G0150,3.290400743484497,1,5,0.6283798441290855,0.0,0.8359304315884161,0.6060574605925506,0.0,0.848118375716042,0.9032833457129137,smoking_intensity,0.848118375716042,0.8696068886506649,0.875,0.96,0.5,0.8696068886506649,0.6507692696245235,3.290400743484497,0.8696068886506649,False
175,GENE:G0175,gene,G0175,3.264073371887207,1,4,0.49181102961301804,0.0,0.8291472375858023,0.47434007707835224,0.0,0.8520560375075757,0.9083208349269579,smoking_intensity,0.8520560375075757,0.8687340362563801,0.845,0.88,0.5,0.8687340362563801,0.57105319809597,3.264073371887207,0.8687340362563801,False
192,GENE:G0192,gene,G0192,3.017449140548706,1,5,0.7963983193039894,0.0,0.7656050035753725,0.7681072961315409,0.0,0.9000317236966362,0.969696599151653,smoking_intensity,0.9000317236966362,0.8676508013635127,0.665,0.99,0.5,0.8676508013635127,0.6709894755131559,3.017449140548706,0.8676508013635127,False
191,GENE:G0191,gene,G0191,3.2791271209716797,1,3,0.46790383756160736,0.0,0.8330258055670117,0.45128215719128484,0.0,0.8457631387566201,0.9002702680521771,smoking_intensity,0.8457631387566201,0.8666480368095943,0.865,0.87,0.5,0.8666480368095943,0.5596062246157603,3.2791271209716797,0.8666480368095943,False
194,GENE:G0194,gene,G0194,3.2590339183807373,1,3,0.40468867868185043,0.0,0.8278488325902557,0.3903126353016715,0.0,0.8490506570124801,0.9044760222869556,smoking_intensity,0.8490506570124801,0.8661624274386056,0.84,0.82,0.5,0.8661624274386056,0.5171986063957392,3.2590339183807373,0.8661624274386056,False
39,GENE:G0039,gene,G0039,3.0415732860565186,1,0,0.0,0.0,0.7718205408355986,0.0,0.0,0.8884395417869807,0.9548666075402141,smoking_intensity,0.8884395417869807,0.8633435741879063,0.71,0.1025,0.5,0.8633435741879063,7.718205408355986e-07,3.0415732860565186,0.8633435741879063,False
19,GENE:G0019,gene,G0019,3.4120867252349854,1,1,0.10435651987791061,0.0,0.8672825784809317,0.10064938909862639,0.0,0.8102137809003437,0.8547916271104318,smoking_intensity,0.8102137809003437,0.8610371027956818,0.94,0.325,0.5,0.8610371027956818,0.2751478947462376,3.4120867252349854,0.8610371027956818,False
14,GENE:G0014,gene,G0014,3.3761298656463623,1,0,0.0,0.0,0.858018366388469,0.0,0.0,0.8173653597927554,0.8639407118823563,smoking_intensity,0.8173653597927554,0.8609795391354127,0.92,0.1025,0.5,0.8609795391354127,8.580183663884689e-07,3.3761298656463623,0.8609795391354127,False
89,GENE:G0089,gene,G0089,3.0415685176849365,1,2,0.1941186934709549,0.0,0.7718193122743122,0.18722287724171954,0.0,0.8842933433896649,0.9495623354082923,smoking_intensity,0.8842933433896649,0.8606908238413022,0.705,0.495,0.5,0.8606908238413022,0.33396049706323067,3.0415685176849365,0.8606908238413022,False
82,GENE:G0082,gene,G0082,3.017224073410034,1,1,0.1030946895480156,0.0,0.7655470154826538,0.09943238366380895,0.0,0.8857653664893036,0.9514455089462526,smoking_intensity,0.8857653664893036,0.8584962622144532,0.66,0.315,0.5,0.8584962622144532,0.24139918142901626,3.017224073410034,0.8584962622144532,False
80,GENE:G0080,gene,G0080,3.1140146255493164,1,3,0.3164571076631546,0.0,0.7904849053268657,0.30521537705050256,0.0,0.8636972868538857,0.9232135989896619,smoking_intensity,0.8636972868538857,0.8568492521582638,0.745,0.655,0.5,0.8568492521582638,0.43671366989405996,3.1140146255493164,0.8568492521582638,False
167,GENE:G0167,gene,G0167,3.315622329711914,1,4,0.5335354954004288,0.0,0.8424287222287105,0.5145823350310186,0.0,0.822627842373964,0.8706730572805651,smoking_intensity,0.822627842373964,0.8565508897546378,0.895,0.915,0.5,0.8565508897546378,0.6043111427522418,3.315622329711914,0.8565508897546378,False
46,GENE:G0046,gene,G0046,3.159982681274414,1,3,0.3807613179087639,0.0,0.8023284818401547,0.367235263160754,0.0,0.8535403274663783,0.9102197015777349,smoking_intensity,0.8535403274663783,0.8562740917089449,0.775,0.77,0.5,0.8562740917089449,0.48621057221740455,3.159982681274414,0.8562740917089449,False
59,GENE:G0059,gene,G0059,2.9582128524780273,1,0,0.0,0.0,0.750342893854572,0.0,0.0,0.8923036024235326,0.9598099380773605,smoking_intensity,0.8923036024235326,0.8550764159659663,0.625,0.1025,0.5,0.8550764159659663,7.50342893854572e-07,2.9582128524780273,0.8550764159659663,False
122,GENE:G0122,gene,G0122,3.034705877304077,1,3,0.3689483404159546,0.0,0.770051166870905,0.35584192645809193,0.0,0.8749950641436133,0.9376669558935086,smoking_intensity,0.8749950641436133,0.8538590613822068,0.695,0.745,0.5,0.8538590613822068,0.4593546760388907,3.034705877304077,0.8538590613822068,False
151,GENE:G0151,gene,G0151,3.1462578773498535,1,3,0.39621009677648544,0.0,0.7987923138894691,0.38213524408360455,0.0,0.8523259084091762,0.9086660834089174,smoking_intensity,0.8523259084091762,0.8537291986491933,0.76,0.795,0.5,0.8537291986491933,0.4937901522691537,3.1462578773498535,0.8537291986491933,False
43,GENE:G0043,gene,G0043,3.02321720123291,1,1,0.11119114607572556,0.0,0.7670911327354832,0.10724122401543211,0.0,0.8769086941731438,0.9401150814928573,smoking_intensity,0.8769086941731438,0.8536031071141703,0.675,0.35,0.5,0.8536031071141703,0.2512047479518236,3.02321720123291,0.8536031071141703,False
29,GENE:G0029,gene,G0029,3.024826765060425,1,0,0.0,0.0,0.7675058335977124,0.0,0.0,0.8763689523699429,0.9394245845289385,smoking_intensity,0.8763689523699429,0.8534652090633255,0.68,0.1025,0.5,0.8534652090633255,7.675058335977123e-07,3.024826765060425,0.8534652090633255,False
21,GENE:G0021,gene,G0021,2.9996461868286133,1,1,0.09861516207456589,0.0,0.7610181085844812,0.09511198562657369,0.0,0.8787364561885285,0.9424533553024914,smoking_intensity,0.8787364561885285,0.8517357319434863,0.645,0.2825,0.5,0.8517357319434863,0.2346997436438972,2.9996461868286133,0.8517357319434863,False
62,GENE:G0062,gene,G0062,2.9667394161224365,1,1,0.09804224222898483,0.0,0.7525397457188733,0.09455941801960793,0.0,0.8832261266424267,0.9481970345932708,smoking_intensity,0.8832261266424267,0.850368390156072,0.635,0.27,0.5,0.850368390156072,0.23140984829872283,2.9667394161224365,0.850368390156072,False
141,GENE:G0141,gene,G0141,3.0320935249328613,1,1,0.09397650510072708,0.0,0.7693780995701431,0.09063811095922017,0.0,0.8659911895174894,0.9261482110863171,smoking_intensity,0.8659911895174894,0.8477631553282301,0.69,0.2275,0.5,0.8477631553282301,0.23163023228427107,3.0320935249328613,0.8477631553282301,False
78,GENE:G0078,gene,G0078,2.7647619247436523,1,0,0.0,0.0,0.7005006538892671,0.0,0.0,0.9160522417643715,0.9901918044897894,smoking_intensity,0.9160522417643715,0.8453462291895282,0.5,0.1025,0.5,0.8453462291895282,7.00500653889267e-07,2.7647619247436523,0.8453462291895282,False
76,GENE:G0076,gene,G0076,2.8165743350982666,1,0,0.0,0.0,0.7138500165432496,0.0,0.0,0.9034419105441325,0.9740592845145944,smoking_intensity,0.9034419105441325,0.843954650528922,0.535,0.1025,0.5,0.843954650528922,7.138500165432496e-07,2.8165743350982666,0.843954650528922,False
54,GENE:G0054,gene,G0054,2.8360323905944824,1,0,0.0,0.0,0.7188633451566552,0.0,0.0,0.8981548942445966,0.9672955528907532,smoking_intensity,0.8981548942445966,0.8430794490237041,0.545,0.1025,0.5,0.8430794490237041,7.188633451566552e-07,2.8360323905944824,0.8430794490237041,False
16,GENE:G0016,gene,G0016,3.1691510677337646,1,2,0.24438343942165375,0.0,0.8046906980536075,0.23570203291933592,0.0,0.8295831515197571,0.8795710522474282,smoking_intensity,0.8295831515197571,0.8421308751505179,0.78,0.59,0.5,0.8421308751505179,0.3906705241571389,3.1691510677337646,0.8421308751505179,False
88,GENE:G0088,gene,G0088,2.9732251167297363,1,0,0.0,0.0,0.7542107733525893,0.0,0.0,0.8648381047561058,0.9246730584815814,smoking_intensity,0.8648381047561058,0.8394419159170854,0.64,0.1025,0.5,0.8394419159170854,7.542107733525893e-07,2.9732251167297363,0.8394419159170854,False
57,GENE:G0057,gene,G0057,2.8823907375335693,1,0,0.0,0.0,0.7308074794112372,0.0,0.0,0.8806132856405678,0.9448544015633908,smoking_intensity,0.8806132856405678,0.8378309404873141,0.58,0.1025,0.5,0.8378309404873141,7.308074794112372e-07,2.8823907375335693,0.8378309404873141,False
61,GENE:G0061,gene,G0061,3.062631607055664,1,4,0.5113913044333458,0.0,0.7772461746167248,0.4932247878885137,0.0,0.8438127081495987,0.8977750631143795,smoking_intensity,0.8438127081495987,0.8375106188655521,0.73,0.895,0.5,0.8375106188655521,0.5458597105865695,3.062631607055664,0.8375106188655521,False
131,GENE:G0131,gene,G0131,3.14886474609375,1,5,0.5773372650146484,0.0,0.7994639683447516,0.5568281032711606,0.0,0.8260993635172788,0.8751142082075885,smoking_intensity,0.8260993635172788,0.8372890882761701,0.765,0.94,0.5,0.8372890882761701,0.5965673324141614,3.14886474609375,0.8372890882761701,False
139,GENE:G0139,gene,G0139,3.0610620975494385,1,3,0.3840770646929741,0.0,0.7768417936693016,0.37043322231679837,0.0,0.8435796378254892,0.8974768939708689,smoking_intensity,0.8435796378254892,0.8371593438200853,0.725,0.785,0.5,0.8371593438200853,0.47281097297280517,3.0610620975494385,0.8371593438200853,False
174,GENE:G0174,gene,G0174,3.019490957260132,1,1,0.12280324846506119,0.0,0.766131073518215,0.11844082144360127,0.0,0.8492469267590984,0.9047271120920167,smoking_intensity,0.8492469267590984,0.8354290928051158,0.67,0.42,0.5,0.8354290928051158,0.26366578869415214,3.019490957260132,0.8354290928051158,False
12,GENE:G0012,gene,G0012,3.2492613792419434,1,5,0.4835733100771904,0.0,0.8253309576618143,0.46639499190478684,0.0,0.8020931201340032,0.8444027864260167,smoking_intensity,0.8020931201340032,0.8348668720439155,0.835,0.875,0.5,0.8348668720439155,0.5636442419602206,3.2492613792419434,0.8348668720439155,False
55,GENE:G0055,gene,G0055,2.883309841156006,1,2,0.2252281829714775,0.0,0.7310442845991936,0.21722724224987572,0.0,0.8757433425525964,0.9386242357753053,smoking_intensity,0.8757433425525964,0.8348342601872494,0.585,0.55,0.5,0.8348342601872494,0.34072251319989716,2.883309841156006,0.8348342601872494,False
193,GENE:G0193,gene,G0193,3.0075366497039795,1,5,0.7336380630731583,0.0,0.7630510703731749,0.7075765170609416,0.0,0.8491733256041164,0.9046329534151186,smoking_intensity,0.8491733256041164,0.8338420118941468,0.655,0.98,0.5,0.8338420118941468,0.6418599995662628,3.0075366497039795,0.8338420118941468,False
60,GENE:G0060,gene,G0060,2.841560125350952,1,3,0.4314122945070267,0.0,0.7202875548279307,0.4160869291403041,0.0,0.8808586228238411,0.9451682638197177,smoking_intensity,0.8808586228238411,0.8327279093238242,0.55,0.835,0.5,0.8327279093238242,0.4646200504840568,2.841560125350952,0.8327279093238242,False
68,GENE:G0068,gene,G0068,3.068049907684326,1,3,0.3411773517727852,0.0,0.7786421888064772,0.32905746637002087,0.0,0.8338520185087096,0.8850322555075135,smoking_intensity,0.8338520185087096,0.8318372221569954,0.735,0.71,0.5,0.8318372221569954,0.44665665165307766,3.068049907684326,0.8318372221569954,False
64,GENE:G0064,gene,G0064,2.9319915771484375,1,1,0.12965139746665955,0.0,0.7435870353405809,0.12504569878402647,0.0,0.858115865934422,0.9160732326582285,smoking_intensity,0.858115865934422,0.8298301339994048,0.615,0.435,0.5,0.8298301339994048,0.26294576957953736,2.9319915771484375,0.8298301339994048,False
180,GENE:G0180,gene,G0180,2.9652273654937744,1,3,0.4548296481370926,0.0,0.7521501689349513,0.4386724114841968,0.0,0.8499952051680816,0.9056843919738135,smoking_intensity,0.8499952051680816,0.8289172804543824,0.63,0.855,0.5,0.8289172804543824,0.49816672834505094,2.9652273654937744,0.8289172804543824,False
53,GENE:G0053,gene,G0053,2.888242244720459,1,0,0.0,0.0,0.7323151083938603,0.0,0.0,0.8642124949387593,0.9238727097279482,smoking_intensity,0.8642124949387593,0.8280939090609043,0.595,0.1025,0.5,0.8280939090609043,7.323151083938603e-07,2.888242244720459,0.8280939090609043,False
92,GENE:G0092,gene,G0092,3.034947156906128,1,1,0.11602981388568878,0.0,0.7701133320719976,0.1119080043919122,0.0,0.834195490565292,0.885471662666371,smoking_intensity,0.834195490565292,0.8277924973691844,0.7,0.395,0.5,0.8277924973691844,0.2576233465770886,3.034947156906128,0.8277924973691844,False
37,GENE:G0037,gene,G0037,2.8528695106506348,1,1,0.12279421836137772,0.0,0.7232013950589834,0.11843211212270496,0.0,0.8693032414916767,0.9303853515467281,smoking_intensity,0.8693032414916767,0.8267933733028557,0.555,0.415,0.5,0.8267933733028557,0.2488822890776801,2.8528695106506348,0.8267933733028557,False
49,GENE:G0049,gene,G0049,2.8789749145507812,1,0,0.0,0.0,0.7299273995337145,0.0,0.0,0.8620167271484648,0.9210636425338238,smoking_intensity,0.8620167271484648,0.8254955210337691,0.575,0.1025,0.5,0.8254955210337691,7.299273995337145e-07,2.8789749145507812,0.8254955210337691,False
75,GENE:G0075,gene,G0075,2.8648290634155273,1,2,0.32039493322372437,0.0,0.7262827496214385,0.3090133164366759,0.0,0.8625442020925019,0.9217384463849262,smoking_intensity,0.8625442020925019,0.8240105980031823,0.565,0.675,0.5,0.8240105980031823,0.4037330722813619,2.8648290634155273,0.8240105980031823,False
56,GENE:G0056,gene,G0056,2.763296604156494,1,5,0.7756485342979431,0.0,0.7001231170059521,0.7480946204766827,0.0,0.8753385362001957,0.938106363052366,smoking_intensity,0.8753385362001957,0.8191147400291591,0.495,0.985,0.5,0.8191147400291591,0.6055537299128047,2.763296604156494,0.8191147400291591,False
